Aboraz Beach (7267,7766) (7213,7819) (7213,7765) (7320,7820) (7321,7725) (7159,7835) (7159,7781) (7159,7727) (7374,7779) (7375,7698) (7133,7899) (7105,7845) (7105,7791) (7105,7737) (7428,7752) (7429,7675) (7051,7820) (7482,7729) (7536,7711) | overflowToLeft=false
Lake Everstill (7693,6265) (7640,6321) (7698,6322) (7580,6368) (7637,6255) (7579,6244) (7580,6303) (7522,6231) (7636,6377) (7695,6377) (7748,6263) (7754,6318) (7756,6374) (7804,6260) (7813,6334) | overflowToLeft=false
Lake Kel Theril (3101,2035) | overflowToLeft=false
Lakeshire (7690,6063) (7725,6121) (7667,6120) (7708,6179) (7759,6003) (7696,5997) (7633,6017) (7609,6075) (7540,6165) (7597,6131) (7595,6187) (7651,6186) (7751,6061) (7786,6120) (7767,6179) | overflowToLeft=false
Lands End (2998,7842) (2971,7786) (3027,7785) (3055,7843) (2941,7844) (2865,7808) (2903,7752) (2906,7693) (2962,7725) (3018,7726) (3084,7750) (2935,7900) (2994,7899) (3052,7899) (3110,7875) (2979,7956) (3036,7955) (3168,7890) (3110,7938) | overflowToLeft=false
Lands End Beach (2909,8020) (2855,8052) (2855,7998) (2962,8074) (2909,7966) (2832,7944) (2801,8013) (3016,8052) (3016,8106) (2962,8128) (2778,7959) (2778,7905) (2832,7890) (3070,8051) (3070,8105) (2724,8012) (2724,7958) (3124,8027) (3124,8081) (2670,8012) (2670,7958) (2668,7904) (3178,8052) | overflowToLeft=false
Lethlor Expanse (8540,5279) (8589,5336) (8529,5336) (8561,5222) (8559,5161) (8558,5103) (8558,5047) (8473,5372) (8494,5429) (8550,5392) (8596,5277) (8606,5391) | overflowToLeft=false
Lethlor Mountains (8447,5198) (8458,5254) (8402,5254) (8412,5310) (8468,5317) (8406,5366) (8390,5195) (8364,5128) (8433,5128) (8492,5114) (8503,5170) (8513,5226) (8410,5421) | overflowToLeft=false
Lethlor Ravine (8278,5276) (8334,5239) (8221,5285) (8187,5230) (8184,5172) (8181,5114) (8242,5128) (8299,5121) (8307,5177) (8243,5202) (8234,5342) (8292,5334) (8348,5293) (8275,5400) (8331,5389) | overflowToLeft=false
Lethlor Ridge (8279,5069) | overflowToLeft=false
Lethlor Strand (8690,5333) (8743,5387) (8689,5387) (8650,5279) (8704,5279) (8744,5333) (8747,5441) (8693,5441) (8617,5225) (8671,5225) (8725,5225) (8639,5454) (8727,5495) (8635,5171) (8689,5171) (8673,5508) (8619,5508) (8679,5117) (8733,5117) | overflowToLeft=false
Loch Modan (8069,4770) | overflowToLeft=false
Lordaeron Coast (7262,1644) (7208,1697) (7208,1643) (7281,1698) (7294,1590) (7316,1644) (7348,1568) (7154,1722) (7154,1668) (7370,1622) (7402,1520) (7100,1744) (7100,1690) (7100,1636) (7424,1574) (7424,1628) (7456,1480) (7046,1746) (7046,1692) (7478,1571) (6992,1775) | overflowToLeft=false
Lordaeron Mountains (7348,2008) | overflowToLeft=false
Lordamere Lake (6852,2506) | overflowToLeft=false
Lost Rigger Cove (3637,7216) (3583,7269) (3681,7270) (3607,7162) (3661,7162) (3691,7216) (3627,7323) (3573,7323) (3566,7108) (3620,7108) (3674,7108) (3519,7338) (3512,7056) (3609,7377) (3566,7054) (3620,7054) (3555,7392) (3501,7392) (3448,7028) (3447,7405) (3502,7002) (3556,7000) (3543,7446) | overflowToLeft=false
Lower Wilds (1862,5913) (1921,5908) (1921,5848) (1862,5851) (1802,5829) (1803,5887) (1742,5862) (1746,5922) (1687,5884) (1805,5946) (1863,5970) (1908,5792) (1879,6026) (1920,5967) (1977,5893) | overflowToLeft=false
Maelstrom East Sea Zone (5455,4842) (5401,4895) (5401,4841) (5508,4896) (5455,4788) (5509,4788) (5509,4842) (5399,4787) (5454,4949) (5400,4949) (5347,4895) (5346,4950) (5453,4734) (5507,4734) (5561,4734) (5563,4788) (5394,4733) (5429,5003) (5375,5004) (5321,5004) (5292,4950) (5448,4680) (5502,4680) (5556,4680) (5267,5029) (5365,5058) (5238,4975) (5397,4626) (5451,4626) (5505,4626) (5559,4626) (5311,5083) (5458,4572) | overflowToLeft=false
Maelstrom North East Sea Zone (5264,4294) (5210,4343) (5210,4289) (5317,4348) (5264,4240) (5318,4246) (5204,4235) (5156,4316) (5371,4300) (5371,4354) (5317,4402) (5150,4262) (5150,4208) (5377,4408) (5109,4154) (5425,4329) (5096,4294) (5096,4240) (5431,4383) (5431,4437) (5377,4462) (5460,4491) (5055,4186) (5042,4281) (5485,4395) (5403,4516) (5514,4449) (5514,4503) (5001,4227) (5001,4173) (4947,4270) (4947,4216) | overflowToLeft=false
Maelstrom North West Sea Zone (4588,4276) (4534,4329) (4534,4275) (4620,4330) (4588,4222) (4642,4222) (4642,4276) (4532,4221) (4539,4383) (4485,4383) (4480,4329) (4480,4275) (4645,4168) (4696,4222) (4696,4276) (4699,4165) (4431,4432) (4426,4378) (4426,4324) (4750,4219) (4750,4273) (4753,4140) (4450,4486) (4396,4486) (4377,4432) (4372,4378) (4804,4194) (4804,4248) (4807,4131) (4323,4446) (4318,4392) (4858,4185) (4858,4239) (4861,4125) | overflowToLeft=false
Maelstrom South Sea Zone (4853,5132) (4799,5185) (4799,5131) (4906,5186) (4853,5078) (4907,5078) (4907,5132) (4797,5077) (4745,5195) (4745,5141) (4960,5186) (4961,5056) (4961,5110) (4743,5087) (4711,5033) (4691,5182) (5014,5164) (5015,5051) (5015,5105) (4689,5128) (4657,5074) (4657,5020) (5068,5159) (5069,5041) (5069,5095) (4635,5164) (4603,5110) (4603,5056) (5122,5149) (5123,5024) (5123,5078) (4549,5128) (5176,5132) (5177,5034) (4495,5098) | overflowToLeft=false
Maelstrom West Sea Zone (4338,4781) (4284,4834) (4284,4780) (4391,4835) (4338,4727) (4392,4727) (4392,4781) (4282,4726) (4337,4888) (4283,4888) (4230,4782) (4445,4835) (4445,4889) (4391,4889) (4336,4673) (4390,4673) (4228,4728) (4228,4674) (4282,4672) (4337,4942) (4215,4620) (4499,4907) (4445,4943) (4391,4943) (4336,4619) (4390,4619) (4269,4618) (4517,4961) (4463,4997) (4409,4997) (4323,4565) (4227,4564) (4247,4510) | overflowToLeft=false
Magram Village (1338,5021) (1282,5076) (1280,5018) (1339,5076) (1225,5131) (1223,5074) (1223,5016) (1204,4958) (1261,4946) (1316,4925) (1372,4964) (1372,4906) (1429,4917) (1428,4973) (1395,5029) (1451,5029) (1281,5132) (1339,5133) (1396,5085) (1396,5141) (1452,5084) (1508,5054) (1484,4971) (1451,5139) (1509,5110) | overflowToLeft=false
Maisara (8456,1386) (8398,1416) (8456,1445) (8515,1468) (8516,1408) (8516,1347) (8453,1324) (8393,1324) (8329,1306) (8335,1394) (8578,1391) (8576,1455) (8636,1416) | overflowToLeft=false
Mannoroc Coven (1061,5070) (1005,5084) (947,5072) (1117,5079) (1135,5023) (1078,5014) (1021,5012) (965,5013) (905,5015) (1017,4954) (1074,4955) (959,4957) (901,4956) (1134,4964) (951,5138) (1008,5139) (1064,5131) (1120,5134) (1176,5078) (1175,5134) | overflowToLeft=false
Marryk Backpack (4733,268) (4787,268) (4841,268) (4895,268) (4949,268) (4733,322) (4787,322) (4841,322) (4895,322) (4949,322) (4733,376) (4787,376) (4841,376) (4895,376) (4949,376) (4733,430) (4787,430) (4841,430) (4895,430) (4949,430) (4733,484) (4787,484) (4841,484) (4895,484) (4949,484) (4733,538) (4787,538) (4841,538) (4895,538) (4949,538) (4733,592) (4787,592) (4841,592) (4895,592) (4949,592) (4733,646) (4787,646) (4841,646) (4895,646) (4949,646) | overflowToLeft=false
Marryk Levels (4393,299) (4393,334) (4393,369) (4393,404) (4393,439) (4393,474) (4393,509) (4393,544) | overflowToLeft=false
Marryk Mount (4393,577) | overflowToLeft=false
Marryk Origin Story (4451,575) (4451,605) (4541,575) (4541,605) | overflowToLeft=false
Marryk Ranged Weapon (4637,577) | overflowToLeft=false
Marshals Refuge (2176,6604) (2117,6575) (2117,6635) (2174,6662) (2058,6654) (2058,6597) (2058,6537) (2116,6515) (2177,6543) (2236,6516) (2236,6577) (1998,6533) (2295,6517) (2234,6634) (2117,6692) (2069,6750) (2178,6718) (2124,6762) | overflowToLeft=false
Marshlands (2475,6867) (2467,6926) (2409,6926) (2525,6926) (2535,6866) (2450,6806) (2514,6804) (2374,6986) (2435,6986) (2497,6983) (2383,7044) (2482,7039) (2431,7075) | overflowToLeft=false
Masters Glaive (1553,2771) (1571,2827) (1608,2771) (1588,2715) (1531,2714) (1497,2769) (1513,2826) (1627,2828) (1475,2711) (1440,2767) (1418,2709) (1455,2823) (1383,2765) (1361,2708) (1382,2652) (1438,2651) (1495,2654) (1496,2879) | overflowToLeft=false
Mauraudon Coast (438,4958) (384,5011) (384,4957) (477,5012) (438,4904) (492,4893) (423,5065) (484,5066) (394,4850) (448,4839) (502,4803) (430,5119) (376,5119) (401,4785) (455,4749) (509,4749) (469,5173) (415,5173) (423,4695) (487,5227) | overflowToLeft=false
Menethil Bay (7010,4249) (6956,4302) (7063,4303) (6974,4195) (7028,4195) (7064,4249) (7082,4154) (7009,4356) (6955,4356) (6902,4302) (7069,4357) (6901,4357) (6994,4141) (7136,4120) (7048,4100) (6848,4303) (6848,4249) (6847,4365) (7102,4066) (7038,4046) (7092,4012) (7146,4012) (7062,3958) (7116,3958) (7170,3938) | overflowToLeft=false
Menethil Harbor (7110,4169) (7176,4195) (7210,4136) (7119,4225) (7175,4252) (7234,4192) (7234,4253) (7205,4074) (7215,4004) (7272,4019) (7263,4075) (7269,4130) (7293,4189) (7330,4054) (7325,4119) (7389,4098) (7292,4247) | overflowToLeft=false
Misty Reed Point (8599,6710) (8545,6763) (8640,6764) (8572,6656) (8626,6656) (8653,6710) (8680,6627) (8586,6817) (8532,6817) (8575,6602) (8629,6573) (8586,6871) (8532,6871) (8572,6548) (8478,6884) (8626,6519) (8556,6925) | overflowToLeft=false
Misty Reed Strand (8451,6256) (8397,6265) (8397,6211) (8504,6310) (8451,6202) (8505,6234) (8351,6157) (8343,6258) (8558,6288) (8558,6342) (8590,6396) (8536,6396) (8297,6204) (8297,6150) (8555,6450) (8243,6249) (8243,6195) | overflowToLeft=false
Misty Shores (2081,1374) (2027,1427) (2027,1373) (2111,1428) (2108,1320) (2135,1374) (2162,1293) (1973,1474) (1973,1420) (2189,1347) (2216,1248) (1919,1506) (1919,1452) (1919,1398) (2243,1302) (2270,1215) (1865,1554) (1865,1500) (1865,1446) (2297,1269) (2324,1191) (1811,1544) (1811,1490) (2378,1174) (1757,1533) (1703,1518) | overflowToLeft=false
Mo Grosh Stronghold (8233,4719) (8262,4774) (8291,4719) (8322,4776) (8349,4716) (8330,4657) (8272,4622) (8217,4601) (8159,4576) (8094,4571) (8157,4632) (8175,4690) (8176,4746) (8204,4802) (8264,4831) (8379,4774) (8322,4833) | overflowToLeft=false
Moonbrook (6336,6741) (6278,6758) (6339,6798) (6280,6815) (6403,6713) (6398,6779) (6454,6786) (6220,6739) (6149,6723) (6150,6780) (6213,6796) (6155,6836) (6218,6851) (6235,6908) | overflowToLeft=false
Moonglade (2396,1714) (2451,1749) (2451,1693) (2507,1743) (2507,1800) (2451,1804) (2395,1770) (2338,1737) (2340,1680) (2395,1658) (2451,1637) (2507,1685) (2562,1743) (2564,1798) | overflowToLeft=false
Moonglade Highlands (2197,1522) (2212,1466) (2267,1464) (2189,1578) (2322,1429) (2192,1634) (2189,1689) (2132,1696) (2134,1637) (2132,1579) (2139,1521) (2077,1603) (2075,1659) (2265,1408) (2323,1374) (2379,1389) (2380,1331) (2437,1329) (2438,1385) | overflowToLeft=false
Moonglade Hills (2618,1393) (2561,1356) (2675,1436) (2677,1492) (2716,1548) (2732,1492) (2674,1379) (2616,1337) (2671,1322) (2668,1265) (2611,1280) (2554,1298) (2560,1411) (2497,1330) (2504,1391) (2787,1496) (2773,1551) | overflowToLeft=false
Moonlight Coast (2719,1122) (2665,1175) (2665,1121) (2734,1176) (2722,1068) (2773,1122) (2776,1065) (2611,1217) (2611,1163) (2611,1109) (2827,1119) (2830,1024) (2557,1222) (2557,1168) (2881,1078) (2884,1015) (2503,1249) (2503,1195) (2935,1069) (2938,1008) (2449,1270) | overflowToLeft=false
Mor Shan Rampart (2439,4023) (2475,3966) (2419,3964) (2362,3959) (2382,4018) (2494,4022) (2531,3965) (2365,4074) (2422,4078) (2479,4079) (2372,4134) (2428,4133) (2305,3936) (2470,3910) (2526,3910) (2582,3912) (2638,3909) (2587,3968) (2642,3965) (2549,4024) (2605,4025) (2535,4080) (2593,4081) | overflowToLeft=false
Mosh Ogg (7144,7217) (7111,7273) (7168,7274) (7226,7274) (7266,7175) (7204,7214) (7082,7186) (7023,7240) (7048,7298) (7106,7334) (7164,7332) (7227,7332) (7123,7392) (7179,7392) (7235,7392) (7207,7452) | overflowToLeft=false
Mosshide Fen (7956,4357) | overflowToLeft=false
Mulgor (2133,5175) (2108,5231) (2163,5231) (2188,5174) (2076,5173) (2144,5117) (2082,5116) (2201,5116) (2129,5060) (2185,5059) (2073,5059) (2051,5230) (2219,5231) (2192,5287) (2134,5288) (2078,5286) (2020,5286) (1963,5308) (2116,5004) (2018,5342) (1968,5388) | overflowToLeft=false
Mysty Valley (7806,6506) (7750,6563) (7863,6461) (7863,6517) (7920,6456) (7923,6513) (7807,6563) (7862,6574) (7729,6620) (7719,6682) (7777,6449) (7746,6504) (7694,6467) (7790,6627) | overflowToLeft=false
Nazferiti (7004,7134) | overflowToLeft=false
Nethergarde Keep (7948,6818) (7888,6870) (7949,6881) (7952,6754) (7893,6751) (7890,6808) (7837,6742) (7779,6747) (7831,6798) (7823,6856) (8008,6757) (8067,6762) (8011,6817) (8070,6821) (8008,6889) (8067,6896) | overflowToLeft=false
Nighthaven (2461,1498) (2516,1502) (2572,1471) (2517,1446) (2460,1442) (2404,1451) (2404,1507) (2347,1486) (2348,1544) (2342,1602) (2405,1564) (2461,1575) (2516,1570) (2573,1527) (2628,1525) | overflowToLeft=false
Nijels Point (1058,4379) (1043,4322) (1099,4322) (1001,4379) (987,4322) (972,4266) (1029,4265) (1085,4265) (931,4321) (945,4377) (1141,4266) (1115,4380) (875,4355) (863,4412) (975,4436) (1032,4436) (1155,4324) (1197,4267) (1211,4324) (1172,4382) (1252,4265) (1267,4320) (919,4432) (1088,4435) | overflowToLeft=false
Nordrassil (2923,2575) (2885,2630) (2942,2630) (2980,2575) (2867,2573) (2829,2628) (2858,2517) (2915,2517) (2972,2517) (2848,2460) (2904,2459) (2961,2459) (3018,2459) (3028,2517) (3036,2573) (2999,2632) (2792,2464) (2777,2683) (2832,2685) (2888,2686) (2799,2741) (2854,2741) (2883,2796) | overflowToLeft=false
Nordstrand (6767,4389) (6823,4429) (6764,4447) (6709,4401) (6707,4468) (6649,4417) (6650,4479) (6586,4436) (6586,4499) (6825,4489) (6882,4435) (6885,4495) (6943,4490) (6999,4463) (7057,4437) (7116,4413) | overflowToLeft=false
Nordwall (2877,1270) (2934,1259) (2877,1211) (2820,1301) (2820,1244) (2879,1326) (2937,1316) (2935,1198) (2763,1316) (2763,1257) (2991,1262) (2991,1205) (3047,1236) (3049,1180) (2820,1186) (2879,1155) (3104,1166) (2978,1340) (3104,1223) | overflowToLeft=false
North 1 Sea Zone (5079,780) (5025,833) (5025,779) (5132,834) (5079,726) (5133,726) (5133,780) (5023,725) (5078,887) (5024,887) (4971,833) (4971,779) (5186,834) (4970,888) (5187,699) (5187,753) (4969,725) (5030,941) (4917,834) (4917,780) (5240,807) (5241,699) (5241,753) (4915,726) (4863,804) (5295,699) (5295,753) (4861,750) (5349,699) (5349,753) (4807,751) (5403,699) (5403,753) (4753,700) (5457,737) | overflowToLeft=false
North 10 Sea Zone (7263,902) (7209,955) (7209,901) (7316,956) (7263,848) (7317,848) (7317,902) (7207,847) (7262,1009) (7208,1009) (7155,955) (7155,901) (7370,956) (7370,1010) (7316,1010) (7154,1010) (7261,794) (7315,794) (7369,794) (7371,848) (7371,902) (7153,847) (7153,793) (7207,793) (7262,1063) (7208,1063) (7101,942) (7424,956) (7424,1010) (7424,1064) (7370,1064) (7316,1064) (7154,1064) (7261,740) (7315,740) (7369,740) (7425,840) (7425,894) (7099,888) (7099,834) (7099,780) (7153,739) (7207,739) (7086,726) (7262,1117) (7208,1117) (7472,1118) (7418,1118) (7364,1118) (7045,834) (7045,780) | overflowToLeft=false
North 11 Sea Zone (7223,1352) (7169,1405) (7169,1351) (7276,1406) (7223,1298) (7277,1298) (7277,1352) (7167,1297) (7222,1459) (7168,1459) (7115,1405) (7115,1351) (7330,1406) (7330,1460) (7276,1460) (7114,1460) (7221,1244) (7275,1244) (7329,1244) (7331,1298) (7331,1352) (7113,1297) (7113,1243) (7167,1243) (7383,1220) (7222,1513) (7168,1513) (7061,1392) (7384,1406) (7281,1514) (7114,1514) (7385,1274) (7385,1328) (7059,1338) (7059,1284) (7059,1230) (7438,1382) (7119,1568) (7439,1226) (7439,1280) (7005,1212) (7492,1334) (7493,1231) (7546,1285) (7600,1242) | overflowToLeft=false
North 12 Sea Zone (7686,928) (7632,981) (7632,927) (7739,982) (7686,874) (7740,874) (7740,928) (7630,873) (7685,1035) (7631,1035) (7578,981) (7578,927) (7793,982) (7793,1036) (7739,1036) (7577,1036) (7684,820) (7738,820) (7792,820) (7794,874) (7794,928) (7576,873) (7576,819) (7630,819) (7685,1089) (7631,1089) (7524,982) (7524,928) (7847,982) (7847,1036) (7847,1090) (7793,1090) (7739,1090) (7577,1090) (7684,766) (7738,766) (7792,766) (7848,860) (7848,914) (7522,874) (7522,820) (7522,766) (7576,765) (7630,765) (7685,1143) (7631,1143) (7854,1144) (7800,1144) (7746,1144) (7577,1144) (7469,712) | overflowToLeft=false
North 13 Sea Zone (8075,895) (8021,948) (8021,894) (8128,949) (8075,841) (8129,841) (8129,895) (8019,840) (8074,1002) (8020,1002) (7967,948) (7967,894) (8182,949) (8182,1003) (8128,1003) (7966,1003) (8073,787) (8127,787) (8181,787) (8183,841) (8183,895) (7965,840) (7965,786) (8019,786) (8074,1056) (8020,1056) (7913,949) (7913,895) (8218,1057) (8164,1057) (7966,1057) (7912,1057) (7912,1003) (8073,733) (8127,733) (8181,733) (7911,841) (7911,787) (7911,733) (7965,732) (8019,732) (7968,1111) (7914,1111) | overflowToLeft=false
North 14 Sea Zone (8437,894) (8383,947) (8383,893) (8490,948) (8437,840) (8491,840) (8491,894) (8381,839) (8436,1001) (8382,1001) (8329,947) (8329,893) (8544,948) (8544,1002) (8490,1002) (8328,1002) (8435,786) (8489,786) (8543,786) (8545,840) (8545,894) (8327,839) (8327,785) (8381,785) (8597,734) (8436,1055) (8382,1055) (8573,1056) (8519,1056) (8328,1056) (8435,732) (8489,732) (8543,732) (8599,788) (8599,842) (8599,896) (8290,731) (8344,731) | overflowToLeft=false
North 15 Sea Zone (8812,1049) (8758,1102) (8758,1048) (8865,1103) (8812,995) (8866,995) (8866,1049) (8756,994) (8811,1156) (8757,1156) (8704,1102) (8704,1048) (8919,1103) (8919,1157) (8865,1157) (8703,1157) (8810,941) (8864,941) (8918,941) (8920,995) (8920,1049) (8702,994) (8702,940) (8756,940) (8811,1210) (8757,1210) (8650,1103) (8650,1049) (8882,1211) (8810,887) (8974,944) (8974,998) (8974,1052) (8648,995) (8670,886) (8724,886) (9028,975) (9028,1029) | overflowToLeft=false
North 16 Sea Zone (9059,784) (9005,837) (9005,783) (9112,838) (9059,730) (9113,730) (9113,784) (9003,729) (9058,891) (8951,849) (8951,795) (9166,838) (9163,892) (9167,699) (9167,753) (8949,741) (8897,828) (9220,807) (9221,699) (9221,753) (8895,774) (8895,720) (9275,699) (9275,753) (8841,811) (8841,757) (8841,703) (9329,699) (8787,797) (8787,743) (8733,784) (8733,730) | overflowToLeft=false
North 17 Sea Zone (9209,1366) (9155,1419) (9155,1365) (9262,1420) (9209,1312) (9263,1312) (9263,1366) (9153,1311) (9208,1473) (9101,1421) (9101,1367) (9316,1420) (9316,1474) (9262,1474) (9207,1258) (9261,1258) (9317,1301) (9317,1355) (9099,1313) (9099,1259) (9153,1257) (9047,1205) (9370,1409) (9370,1463) (9370,1517) (9316,1528) (9262,1528) (9371,1350) (9045,1358) (9045,1304) (9101,1203) (9155,1203) (8993,1250) (9030,1151) (9424,1404) (9424,1458) (9314,1582) (8991,1319) (9084,1149) (8937,1291) | overflowToLeft=false
North 18 Sea Zone (9311,1040) (9257,1093) (9257,1039) (9364,1094) (9311,986) (9365,986) (9365,1040) (9255,985) (9310,1147) (9256,1147) (9203,1093) (9203,1039) (9418,1094) (9418,1148) (9364,1148) (9309,932) (9363,932) (9417,932) (9419,986) (9419,1040) (9201,985) (9238,931) (9149,1096) (9149,1042) (9445,1202) (9391,1202) (9337,1202) (9296,878) (9350,878) (9404,878) (9445,1256) (9391,1256) (9357,824) (9411,824) (9445,1310) (9419,770) | overflowToLeft=false
North 2 Sea Zone (5414,1012) (5360,1065) (5360,1011) (5467,1066) (5414,958) (5468,958) (5468,1012) (5358,957) (5413,1119) (5359,1119) (5306,1065) (5306,1011) (5521,1066) (5521,1120) (5467,1120) (5305,1120) (5412,904) (5466,904) (5520,904) (5522,958) (5522,1012) (5304,957) (5304,903) (5358,903) (5574,852) (5413,1173) (5359,1173) (5252,1066) (5252,1012) (5575,1066) (5305,1174) (5251,1174) (5251,1120) (5412,850) (5466,850) (5520,850) (5576,906) (5576,960) (5250,958) (5250,904) (5358,849) (5374,1227) (5198,1066) (5198,1012) (5629,1014) (5629,1068) (5320,1228) (5197,1131) (5630,896) (5630,950) (5196,958) | overflowToLeft=false
North 3 Sea Zone (5691,1323) (5637,1376) (5637,1322) (5744,1377) (5691,1269) (5745,1269) (5745,1323) (5635,1268) (5690,1430) (5636,1430) (5583,1376) (5583,1322) (5798,1377) (5798,1431) (5744,1431) (5582,1431) (5689,1215) (5743,1215) (5797,1215) (5799,1269) (5799,1323) (5581,1268) (5581,1214) (5635,1214) (5851,1163) (5690,1484) (5636,1484) (5529,1377) (5529,1323) (5852,1377) (5852,1431) (5751,1485) (5582,1485) (5528,1485) (5528,1431) (5689,1161) (5743,1161) (5797,1161) (5853,1217) (5853,1271) (5527,1269) (5660,1538) (5475,1377) (5475,1323) (5906,1325) (5906,1379) (5606,1539) (5552,1539) (5474,1481) (5768,1107) (5822,1107) (5907,1201) (5907,1255) | overflowToLeft=false
North 4 Sea Zone (5883,1678) (5829,1731) (5829,1677) (5936,1732) (5883,1624) (5937,1624) (5937,1678) (5827,1623) (5882,1785) (5828,1785) (5775,1731) (5775,1677) (5990,1732) (5990,1786) (5936,1786) (5774,1786) (5881,1570) (5935,1570) (5989,1570) (5991,1624) (5991,1678) (5773,1623) (5773,1569) (5827,1569) (6043,1518) (5882,1839) (5828,1839) (5721,1732) (5721,1678) (6044,1732) (5774,1840) (5720,1840) (5720,1786) (5881,1516) (5935,1516) (5989,1516) (6045,1572) (6045,1626) (5719,1624) (6043,1464) (6097,1516) (5667,1732) (5667,1678) (6098,1680) (6098,1734) (5795,1894) (5741,1894) (5666,1814) (6099,1570) (6099,1624) (5613,1717) (5613,1663) | overflowToLeft=false
North 5 Sea Zone (5950,883) (5896,936) (5896,882) (6003,937) (5950,829) (6004,829) (6004,883) (5894,828) (5949,990) (5895,990) (5842,936) (5842,882) (6057,937) (6057,991) (6003,991) (5841,991) (5948,775) (6002,775) (6058,796) (6058,850) (5840,828) (5840,774) (5894,774) (5949,1044) (5895,1044) (5788,937) (5788,883) (6111,904) (6111,958) (6111,1012) (6057,1045) (6003,1045) (5948,721) (5786,829) (5786,775) (5786,721) (5840,720) (5894,720) (6132,1066) (5949,1098) (5734,885) (6165,915) (6165,969) (6078,1099) (6024,1099) (5732,831) (5732,777) (5732,723) (6186,1023) (5678,831) (5678,777) (5678,723) | overflowToLeft=false
North 6 Sea Zone (6291,1368) (6237,1421) (6237,1367) (6344,1422) (6291,1314) (6345,1314) (6345,1368) (6235,1313) (6290,1475) (6236,1475) (6183,1421) (6183,1367) (6398,1422) (6398,1476) (6344,1476) (6182,1476) (6289,1260) (6343,1260) (6399,1267) (6399,1321) (6181,1313) (6181,1259) (6235,1259) (6290,1529) (6236,1529) (6129,1416) (6452,1375) (6452,1429) (6452,1483) (6398,1530) (6344,1530) (6289,1206) (6343,1206) (6127,1362) (6127,1308) (6127,1254) (6181,1205) (6235,1205) (6122,1200) (6459,1537) (6290,1583) (6236,1583) (6506,1479) (6405,1584) (6351,1584) (6289,1152) (6073,1318) (6073,1264) (6176,1151) (6230,1151) (6068,1210) | overflowToLeft=false
North 7 Sea Zone (6480,771) (6426,824) (6426,770) (6533,825) (6480,717) (6534,717) (6534,771) (6424,716) (6430,878) (6376,878) (6372,824) (6372,770) (6587,825) (6588,699) (6588,753) (6370,716) (6322,902) (6318,848) (6318,794) (6641,807) (6642,699) (6642,753) (6316,740) (6268,915) (6264,861) (6264,807) (6695,807) (6696,699) (6696,753) (6262,753) (6262,699) (6210,846) (6749,807) (6750,699) (6750,753) (6208,792) (6208,738) (6803,807) (6804,699) (6804,753) (6154,783) (6154,729) (6857,807) (6858,719) (6100,724) (6911,783) | overflowToLeft=false
North 8 Sea Zone (6716,1038) (6662,1091) (6662,1037) (6769,1092) (6716,984) (6770,984) (6770,1038) (6660,983) (6715,1145) (6661,1145) (6608,1091) (6608,1037) (6823,1092) (6823,1146) (6769,1146) (6607,1146) (6714,930) (6768,930) (6822,930) (6824,984) (6824,1038) (6606,983) (6606,929) (6660,929) (6876,879) (6704,1199) (6554,1092) (6554,1038) (6877,1092) (6877,1146) (6650,1200) (6596,1200) (6553,1146) (6878,933) (6878,987) (6552,984) (6552,930) (6542,1211) (6930,875) (6500,1092) (6500,1038) (6931,1041) (6931,1095) (6931,1149) (6499,1157) (6932,929) (6932,983) (6498,984) (6488,1252) (6446,1103) (6446,1049) | overflowToLeft=false
North 9 Sea Zone (6791,1431) (6737,1484) (6737,1430) (6844,1485) (6791,1377) (6845,1377) (6845,1431) (6735,1376) (6790,1538) (6736,1538) (6683,1484) (6683,1430) (6898,1485) (6898,1539) (6844,1539) (6682,1539) (6789,1323) (6843,1323) (6897,1323) (6899,1377) (6899,1431) (6681,1376) (6681,1322) (6735,1322) (6951,1273) (6790,1592) (6736,1592) (6629,1485) (6629,1431) (6952,1485) (6952,1539) (6952,1593) (6898,1593) (6844,1593) (6628,1557) (6789,1269) (6843,1269) (6897,1269) (6953,1327) (6953,1381) (6627,1377) (6627,1323) (6704,1268) (6575,1449) (7006,1452) (7006,1506) (7006,1560) (6573,1395) (6573,1341) (6519,1336) | overflowToLeft=false
North Gate Pass (7632,4801) (7573,4795) (7688,4739) (7569,4730) (7576,4667) (7600,4604) (7688,4605) (7648,4664) (7630,4723) (7701,4795) (7717,4855) (7656,4861) (7599,4860) (7527,4857) (7577,4929) | overflowToLeft=false
North Lordaeron Mountains (7553,1636) | overflowToLeft=false
North Naga Waters (262,6066) (208,6119) (208,6065) (305,6120) (262,6012) (206,6011) (237,6173) (183,6173) (260,5958) (206,5957) (314,5914) (242,6227) (188,6227) (260,5904) (446,6164) (314,5860) (248,5850) | overflowToLeft=false
North Tides Run (6075,2583) (6021,2589) (6021,2535) (6128,2637) (6075,2529) (6129,2568) (6074,2643) (5972,2481) (5967,2564) (6170,2691) (6116,2697) (6062,2697) (5918,2510) (5918,2456) (6168,2751) (6114,2751) (6060,2751) (5864,2502) (6162,2805) | overflowToLeft=false
